#09.2015
['28.09.2015', '28.09.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']
['13.10.2015', '13.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['13.10.2015', '13.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '111', '46', '8.68', '0.00', '54.28']r 
['13.10.2015', '13.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '1', '0', '0.00', '0.00', '0.46']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '1', '1', '0', '0.00', '0.00', '0.46']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '55', '55', '25', '0.00', '0.00', '25.08']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '555', '555', '46', '359.00', '0.00', '404.60']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '11', '555', '544', '46', '350.32', '0.00', '395.92']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '11', '555', '544', '46', '350.32', '0.00', '395.92']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '11', '555', '544', '46', '350.32', '0.00', '395.92']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '10', '555', '545', '46', '351.11', '0.00', '396.71']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '1', '1', '0', '0.00', '0.00', '0.46']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '13', '13', '6', '0.00', '0.00', '5.93']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '13', '8', '4', '0.00', '0.00', '3.65']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '13', '8', '4', '0.00', '0.00', '3.65']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '555', '550', '46', '355.05', '0.00', '400.65']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '555', '550', '46', '355.05', '0.00', '400.65']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '555', '550', '46', '355.05', '0.00', '400.65']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '5', '677', '672', '46', '394.50', '106.49', '546.59']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '46', '394.50', '12898.36', '13338.46']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '46', '394.50', '12898.36', '13338.46']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '46', '394.50', '12898.36', '13338.46']s 
['15.10.2015', '15.10.2015', '200', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '91', '315.60', '12898.36', '13305.16']r 
['15.10.2015', '15.10.2015', '500', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '228', '78.90', '12898.36', '13205.26']r 
['15.10.2015', '15.10.2015', '500', '600', '0.456', '0.789', '1.479', '678', '9999', '9321', '228', '78.90', '12898.36', '13205.26']r 
['15.10.2015', '15.10.2015', '500', '600', '0.456', '0.789', '1.479', '11', '44', '33', '15', '0.00', '0.00', '15.05']r 
['15.10.2015', '15.10.2015', '500', '600', '0.456', '0.789', '1.479', '11', '44', '33', '15', '0.00', '0.00', '15.05']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '777', '46', '394.50', '261.78', '701.88']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '777', '46', '394.50', '261.78', '701.88']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '777', '45.60', '394.50', '261.78', '701.88']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '777', '45.60', '394.50', '261.78', '701.88']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '50', '22.80', '0.00', '0.00', '22.80']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '50', '22.80', '0.00', '0.00', '22.80']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '50', '22.80', '0.00', '0.00', '22.80']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '88', '999', '911', '45.60', '394.50', '459.97', '900.07']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '123', '456', '333', '45.60', '183.84', '0.00', '229.44']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '123', '456', '333', '45.60', '183.84', '0.00', '229.44']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '123', '456', '333', '45.60', '183.84', '0.00', '229.44']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '111', '45.60', '8.68', '0.00', '54.28']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '112', '112', '45.60', '9.47', '0.00', '55.07']r 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '112', '112', '45.60', '9.47', '0.00', '55.07']s 
['15.10.2015', '15.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['20.10.2015', '20.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['20.10.2015', '20.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '123', '45.60', '18.15', '0.00', '63.75']r 
['20.10.2015', '20.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '123', '45.60', '18.15', '0.00', '63.75']s 
['20.10.2015', '20.10.2015', '107', '607', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['20.10.2015', '20.10.2015', '107', '607', '0.456', '0.789', '1.479', '0', '0', '107', '48.79', '0.00', '0.00', '48.79']r 
['20.10.2015', '20.10.2015', '107', '607', '0.457', '0.787', '1.477', '0', '0', '108', '48.90', '0.79', '0.00', '49.69']r 
['20.10.2015', '20.10.2015', '107', '607', '0.457', '0.787', '1.477', '0', '0', '108', '48.90', '0.79', '0.00', '49.69']s 
['22.10.2015', '22.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '134', '345', '211', '45.60', '87.58', '0.00', '133.18']r 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '134', '345', '211', '45.60', '87.58', '0.00', '133.18']s 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '134', '345', '211', '45.60', '87.58', '0.00', '133.18']s 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '600', '800', '200', '45.60', '78.90', '0.00', '124.50']r 
['25.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '600', '800', '200', '45.60', '78.90', '0.00', '124.50']s 
['31.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '600', '750', '150', '45.60', '39.45', '0.00', '85.05']r 
['31.10.2015', '25.10.2015', '100', '600', '0.456', '0.789', '1.479', '600', '750', '150', '45.60', '39.45', '0.00', '85.05']s 
['29.02.2016', '29.02.2016', '100', '600', '0.456', '0.789', '1.479', '0', '100', '100', '45.60', '0.00', '0.00', '45.60']r 
['29.02.2016', '29.02.2016', '100', '600', '0.456', '0.789', '1.479', '0', '150', '150', '45.60', '39.45', '0.00', '85.05']r 
['29.02.2016', '29.02.2016', '100', '600', '0.456', '0.789', '1.479', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['29.02.2016', '29.02.2016', '7', '0', '0.570', '0.990', '1.560', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['29.02.2016', '29.02.2016', '0', '300', '0.500', '0.900', '1.560', '7', '50', '43', '0.00', '38.70', '0.00', '38.70']r 
['29.02.2016', '29.02.2016', '100', '600', '0.570', '0.990', '1.560', '7', '50', '43', '24.51', '0.00', '0.00', '24.51']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '0', '1', '1', '0.57', '0.00', '0.00', '0.57']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '0', '1', '1', '0.57', '0.00', '0.00', '0.57']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '0', '1', '1', '0.57', '0.00', '0.00', '0.57']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '0', '77', '77', '43.89', '0.00', '0.00', '43.89']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '77', '22', '12.54', '0.00', '0.00', '12.54']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '100', '600', '0.570', '0.990', '1.560', '55', '177', '122', '57.00', '21.78', '0.00', '78.78']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '345', '345', '100.00', '130.50', '0.00', '230.50']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '345', '345', '100.00', '130.50', '0.00', '230.50']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '346', '346', '100.00', '131.40', '0.00', '231.40']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '346', '346', '100.00', '131.40', '0.00', '231.40']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '346', '346', '100.00', '131.40', '0.00', '231.40']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '0.900', '1.500', '0', '500', '500', '100.00', '270.00', '0.00', '370.00']r 
['01.03.2016', '01.03.2016', '300', '700', '0.500', '1.000', '1.500', '0', '500', '500', '150.00', '200.00', '0.00', '350.00']r 
['01.03.2016', '01.03.2016', '300', '700', '0.500', '1.000', '1.500', '0', '500', '500', '150.00', '200.00', '0.00', '350.00']r 
['01.03.2016', '01.03.2016', '200', '700', '0.500', '1.000', '1.500', '0', '500', '500', '100.00', '300.00', '0.00', '400.00']r 
['01.03.2016', '01.03.2016', '100', '700', '0.500', '1.000', '1.500', '0', '500', '500', '50.00', '400.00', '0.00', '450.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '1.500', '0', '500', '500', '50.00', '100.00', '450.00', '600.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '1.500', '0', '550', '550', '50.00', '100.00', '525.00', '675.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '550', '550', '50.00', '100.00', '700.00', '850.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '0', '150', '75.00', '0.00', '0.00', '75.00']r 
['01.03.2016', '01.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '0', '500', '100.00', '0.00', '600.00', '700.00']r 
['01.03.2016', '01.03.2016', '200', '300', '0.500', '1.000', '2.000', '0', '0', '500', '100.00', '100.00', '400.00', '600.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '150', '50.00', '50.00', '0.00', '100.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '500', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '50', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '300', '200', '0.500', '1.000', '2.000', '0', '50', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '300', '200', '0.500', '1.000', '2.000', '0', '50', '50', '25.00', '0.00', '0.00', '25.00']r 
['01.03.2016', '01.03.2016', '300', '200', '0.500', '1.000', '2.000', '0', '500', '500', '150.00', '-100.00', '600.00', '650.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '123', '523', '400', '50.00', '100.00', '400.00', '550.00']r 
['01.03.2016', '01.03.2016', '100', '300', '0.500', '1.000', '2.000', '123', '523', '400', '50.00', '200.00', '200.00', '450.00']r 
['01.03.2016', '01.03.2016', '100', '300', '0.500', '1.000', '2.000', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '555', '50.00', '100.00', '710.00', '860.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '777', '50.00', '100.00', '1154.00', '1304.00']r 
['01.03.2016', '01.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '0', '777', '100.00', '0.00', '1154.00', '1254.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '777', '50.00', '100.00', '1154.00', '1304.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '150', '50.00', '50.00', '0.00', '100.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '150', '50.00', '50.00', '0.00', '100.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '300', '50.00', '100.00', '200.00', '350.00']r 
['01.03.2016', '01.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '333', '50.00', '100.00', '266.00', '416.00']r 
['02.03.2016', '02.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '444', '444', '100.00', '0.00', '488.00', '588.00']r 
['02.03.2016', '02.03.2016', '100', '100', '0.500', '1.000', '2.000', '0', '444', '444', '50.00', '0.00', '688.00', '738.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '444', '444', '50.00', '100.00', '488.00', '638.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '500', '500', '50.00', '100.00', '600.00', '750.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '400', '50.00', '100.00', '400.00', '550.00']r 
['02.03.2016', '02.03.2016', '200', '200', '0.500', '1.000', '2.000', '0', '0', '400', '100.00', '0.00', '400.00', '500.00']r 
['02.03.2016', '02.03.2016', '200', '400', '0.500', '1.000', '2.000', '0', '0', '400', '100.00', '200.00', '0.00', '300.00']r 
['02.03.2016', '02.03.2016', '200', '400', '0.500', '1.000', '2.000', '0', '500', '500', '100.00', '200.00', '200.00', '500.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '500', '500', '50.00', '100.00', '600.00', '750.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '700', '700', '50.00', '100.00', '1000.00', '1150.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '700', '700', '50.00', '100.00', '1000.00', '1150.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '700', '700', '50.00', '100.00', '1000.00', '1150.00']s 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '300', '300', '50.00', '100.00', '200.00', '350.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '300', '50.00', '100.00', '200.00', '350.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '300', '300', '50.00', '100.00', '200.00', '350.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '300', '300', '50.00', '100.00', '200.00', '350.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '300', '300', '50.00', '100.00', '200.00', '350.00']r 
['02.03.2016', '02.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '400', '400', '50.00', '100.00', '400.00', '550.00']r 
['03.03.2016', '03.03.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '0', '0.00', '0.00', '0.00', '0.00']r 
['19.05.2016', '19.05.2016', '100', '200', '0.500', '1.000', '2.000', '0', '100', '100', '50.00', '0.00', '0.00', '50.00']r 
['19.05.2016', '19.05.2016', '100', '200', '0.500', '1.000', '2.000', '0', '300', '300', '50.00', '100.00', '200.00', '350.00']r 
['19.05.2016', '19.05.2016', '100', '600', '0.570', '0.990', '1.560', '0', '300', '300', '57.00', '198.00', '0.00', '255.00']r 
['', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.06.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.06.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.06.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']s 
['01.05.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '500', '50.00', '100.00', '600.00', '750.00']r 
['01.05.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '700', '50.00', '100.00', '1000.00', '1150.00']r 
['01.05.2016', '01.06.2016', '100', '200', '0.500', '1.000', '2.000', '0', '0', '700', '50.00', '100.00', '1000.00', '1150.00']s 
['02.06.2016', '02.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', '27.50', '0.00', '0.00', '27.50']r 
('02.06.2016', '02.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('02.06.2016', '02.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('02.06.2016', '02.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('02.06.2016', '02.06.2016', '100', '200', '0.555', '1.000', '2.000', '0', '50', '50', 27.75, 0.0, 0.0, '27.75')r 
('02.06.2016', '02.06.2016', '100', '200', '0.556', '1.000', '2.000', '0', '50', '50', 27.78, 0.0, 0.0, '27.78')r 
('02.06.2016', '02.06.2016', '100', '200', '0.556', '1.000', '2.000', '0', '50', '50', 27.78, 0.0, 0.0, '27.78')r 
('02.06.2016', '02.06.2016', '100', '200', '0.000', '1.000', '2.000', '0', '50', '50', 0.0, 0.0, 0.0, '0.00')r 
('02.06.2016', '02.06.2016', '100', '200', '-1.000', '1.000', '2.000', '0', '50', '50', -50.0, 0.0, 0.0, '-50.00')r 
('02.06.2016', '02.06.2016', '100', '600', '0.570', '0.990', '1.560', '0', '50', '50', 28.5, 0.0, 0.0, '28.50')r 
('03.06.2016', '03.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('03.06.2016', '03.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('03.06.2016', '03.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
('03.06.2016', '03.06.2016', '100', '200', '0.550', '1.000', '2.000', '0', '50', '50', 27.5, 0.0, 0.0, '27.50')r 
